station,valid,tmpc,relh,drct,sknt,mslp,p01m
AMW,2019-03-29 20:20,M,M,360.00,5.00,M,M
AMW,2019-03-29 20:35,M,M,360.00,7.00,M,M
AMW,2019-03-29 20:40,M,M,10.00,7.00,M,M
AMW,2019-03-29 20:45,M,M,10.00,9.00,M,M
AMW,2019-03-29 20:50,M,M,350.00,10.00,M,M
AMW,2019-03-29 20:55,M,M,360.00,10.00,M,M
AMW,2019-03-29 21:00,M,M,340.00,8.00,M,M
AMW,2019-03-29 21:05,M,M,10.00,13.00,M,0.25
AMW,2019-03-29 21:10,M,M,10.00,11.00,M,0.51
AMW,2019-03-29 21:15,M,M,10.00,10.00,M,0.76
AMW,2019-03-29 21:20,M,M,360.00,9.00,M,1.02
AMW,2019-03-29 21:25,M,M,340.00,8.00,M,1.02
AMW,2019-03-29 21:30,M,M,10.00,14.00,M,1.02
AMW,2019-03-29 21:35,M,M,10.00,11.00,M,1.02
AMW,2019-03-29 21:40,M,M,360.00,10.00,M,1.02
AMW,2019-03-29 21:45,M,M,360.00,8.00,M,1.27
AMW,2019-03-29 21:50,M,M,360.00,9.00,M,1.27
AMW,2019-03-29 21:53,3.89,88.87,360.00,7.00,1017.10,1.27
AMW,2019-03-29 21:55,M,M,360.00,5.00,M,M
AMW,2019-03-29 22:20,M,M,30.00,5.00,M,0.76
AMW,2019-03-29 22:25,M,M,20.00,5.00,M,1.02
AMW,2019-03-29 22:30,M,M,20.00,4.00,M,1.02
AMW,2019-03-29 22:35,M,M,30.00,5.00,M,1.02
AMW,2019-03-29 22:40,M,M,40.00,4.00,M,1.02
AMW,2019-03-29 22:50,M,M,50.00,5.00,M,1.02
AMW,2019-03-29 22:53,3.89,88.87,50.00,4.00,1016.40,1.02
AMW,2019-03-29 23:00,M,M,40.00,4.00,M,M
AMW,2019-03-29 23:05,M,M,20.00,4.00,M,M
AMW,2019-03-29 23:10,M,M,30.00,4.00,M,M
AMW,2019-03-29 23:20,M,M,30.00,5.00,M,M
AMW,2019-03-29 23:25,M,M,10.00,5.00,M,M
AMW,2019-03-29 23:30,M,M,360.00,7.00,M,0.25
AMW,2019-03-29 23:35,M,M,350.00,8.00,M,0.25
AMW,2019-03-29 23:40,M,M,360.00,7.00,M,0.25
AMW,2019-03-29 23:45,M,M,10.00,8.00,M,0.25
AMW,2019-03-29 23:50,M,M,10.00,7.00,M,0.25
AMW,2019-03-29 23:53,4.39,89.27,10.00,6.00,1015.80,0.25
AMW,2019-03-29 23:55,M,M,10.00,7.00,M,M
AMW,2019-03-30 00:00,M,M,10.00,8.00,M,0.25
AMW,2019-03-30 00:05,M,M,10.00,7.00,M,0.25
AMW,2019-03-30 00:10,M,M,10.00,5.00,M,0.25
AMW,2019-03-30 00:15,M,M,360.00,7.00,M,0.25
AMW,2019-03-30 00:25,M,M,10.00,5.00,M,0.25
AMW,2019-03-30 00:30,M,M,360.00,4.00,M,0.25
AMW,2019-03-30 00:35,M,M,360.00,4.00,M,0.25
AMW,2019-03-30 00:40,M,M,350.00,5.00,M,0.25
AMW,2019-03-30 00:45,M,M,350.00,5.00,M,0.25
AMW,2019-03-30 00:50,M,M,360.00,4.00,M,0.25
AMW,2019-03-30 00:53,3.89,88.87,360.00,5.00,1016.20,0.25
AMW,2019-03-30 00:55,M,M,360.00,5.00,M,M
AMW,2019-03-30 01:00,M,M,360.00,5.00,M,M
AMW,2019-03-30 01:05,M,M,360.00,7.00,M,M
AMW,2019-03-30 01:10,M,M,350.00,7.00,M,M
AMW,2019-03-30 01:15,M,M,350.00,8.00,M,M
AMW,2019-03-30 01:20,M,M,350.00,7.00,M,M
AMW,2019-03-30 01:25,M,M,350.00,8.00,M,M
AMW,2019-03-30 01:30,M,M,350.00,8.00,M,M
AMW,2019-03-30 01:35,M,M,350.00,9.00,M,M
AMW,2019-03-30 01:40,M,M,360.00,10.00,M,M
AMW,2019-03-30 01:45,M,M,350.00,8.00,M,M
AMW,2019-03-30 01:50,M,M,360.00,7.00,M,M
AMW,2019-03-30 01:53,4.39,82.80,10.00,8.00,1016.30,0.00
AMW,2019-03-30 01:55,M,M,10.00,7.00,M,M
AMW,2019-03-30 02:00,M,M,360.00,9.00,M,M
AMW,2019-03-30 02:05,M,M,360.00,9.00,M,M
AMW,2019-03-30 02:10,M,M,360.00,9.00,M,M
AMW,2019-03-30 02:15,M,M,360.00,8.00,M,M
AMW,2019-03-30 02:20,M,M,360.00,9.00,M,M
AMW,2019-03-30 02:25,M,M,360.00,9.00,M,M
AMW,2019-03-30 02:30,M,M,360.00,8.00,M,M
AMW,2019-03-30 02:35,M,M,360.00,8.00,M,M
AMW,2019-03-30 02:40,M,M,360.00,10.00,M,M
AMW,2019-03-30 02:45,M,M,350.00,9.00,M,M
AMW,2019-03-30 02:50,M,M,340.00,8.00,M,M
AMW,2019-03-30 02:53,3.89,79.17,350.00,9.00,1016.70,0.00
AMW,2019-03-30 02:55,M,M,350.00,9.00,M,M
AMW,2019-03-30 03:00,M,M,350.00,10.00,M,M
AMW,2019-03-30 03:05,M,M,350.00,11.00,M,M
AMW,2019-03-30 03:10,M,M,350.00,11.00,M,M
AMW,2019-03-30 03:15,M,M,350.00,11.00,M,M
AMW,2019-03-30 03:20,M,M,350.00,11.00,M,M
AMW,2019-03-30 03:25,M,M,350.00,11.00,M,M
AMW,2019-03-30 03:30,M,M,360.00,11.00,M,M
AMW,2019-03-30 03:35,M,M,350.00,10.00,M,M
AMW,2019-03-30 03:40,M,M,350.00,11.00,M,M
AMW,2019-03-30 03:45,M,M,350.00,11.00,M,M
AMW,2019-03-30 03:50,M,M,350.00,13.00,M,M
AMW,2019-03-30 03:53,3.89,72.45,360.00,11.00,1016.20,0.00
AMW,2019-03-30 03:55,M,M,350.00,10.00,M,M
AMW,2019-03-30 04:00,M,M,360.00,11.00,M,M
AMW,2019-03-30 04:05,M,M,360.00,9.00,M,M
AMW,2019-03-30 04:10,M,M,360.00,11.00,M,M
AMW,2019-03-30 04:15,M,M,350.00,10.00,M,M
AMW,2019-03-30 04:20,M,M,350.00,11.00,M,M
AMW,2019-03-30 04:25,M,M,350.00,11.00,M,M
AMW,2019-03-30 04:30,M,M,350.00,11.00,M,M
AMW,2019-03-30 04:35,M,M,340.00,11.00,M,M
AMW,2019-03-30 04:40,M,M,350.00,10.00,M,M
AMW,2019-03-30 04:45,M,M,350.00,9.00,M,M
AMW,2019-03-30 04:50,M,M,350.00,10.00,M,M
AMW,2019-03-30 04:53,3.28,72.93,350.00,11.00,1016.20,0.00
AMW,2019-03-30 05:00,M,M,350.00,13.00,M,M
AMW,2019-03-30 05:05,M,M,360.00,11.00,M,M
AMW,2019-03-30 05:10,M,M,360.00,11.00,M,M
AMW,2019-03-30 05:15,M,M,10.00,11.00,M,M
AMW,2019-03-30 05:20,M,M,350.00,13.00,M,M
AMW,2019-03-30 05:25,M,M,350.00,11.00,M,M
AMW,2019-03-30 05:30,M,M,350.00,14.00,M,M
AMW,2019-03-30 05:35,M,M,350.00,13.00,M,M
AMW,2019-03-30 05:40,M,M,350.00,11.00,M,M
AMW,2019-03-30 05:45,M,M,350.00,13.00,M,M
AMW,2019-03-30 05:53,2.78,69.63,350.00,15.00,1016.00,0.00
AMW,2019-03-30 05:55,M,M,350.00,14.00,M,M
AMW,2019-03-30 06:00,M,M,350.00,16.00,M,M
AMW,2019-03-30 06:05,M,M,350.00,14.00,M,M
AMW,2019-03-30 06:10,M,M,350.00,14.00,M,M
AMW,2019-03-30 06:15,M,M,350.00,13.00,M,M
AMW,2019-03-30 06:20,M,M,350.00,13.00,M,M
AMW,2019-03-30 06:25,M,M,340.00,14.00,M,M
AMW,2019-03-30 06:30,M,M,350.00,11.00,M,M
AMW,2019-03-30 06:35,M,M,350.00,11.00,M,M
AMW,2019-03-30 06:40,M,M,350.00,13.00,M,M
AMW,2019-03-30 06:45,M,M,350.00,13.00,M,M
AMW,2019-03-30 06:50,M,M,350.00,14.00,M,M
AMW,2019-03-30 06:53,2.78,66.82,350.00,15.00,1015.90,0.00
AMW,2019-03-30 06:55,M,M,350.00,13.00,M,M
AMW,2019-03-30 07:00,M,M,350.00,13.00,M,M
AMW,2019-03-30 07:05,M,M,350.00,13.00,M,M
AMW,2019-03-30 07:10,M,M,350.00,13.00,M,M
AMW,2019-03-30 07:15,M,M,350.00,11.00,M,M
AMW,2019-03-30 07:20,M,M,340.00,10.00,M,M
AMW,2019-03-30 07:25,M,M,340.00,10.00,M,M
AMW,2019-03-30 07:30,M,M,340.00,10.00,M,M
AMW,2019-03-30 07:35,M,M,350.00,11.00,M,M
AMW,2019-03-30 07:40,M,M,350.00,11.00,M,M
AMW,2019-03-30 07:50,M,M,350.00,13.00,M,M
AMW,2019-03-30 07:53,2.22,69.51,360.00,13.00,1015.40,0.00
AMW,2019-03-30 07:55,M,M,360.00,11.00,M,M
AMW,2019-03-30 08:00,M,M,360.00,13.00,M,M
AMW,2019-03-30 08:05,M,M,360.00,14.00,M,M
AMW,2019-03-30 08:10,M,M,360.00,13.00,M,M
AMW,2019-03-30 08:15,M,M,360.00,11.00,M,M
AMW,2019-03-30 08:20,M,M,350.00,11.00,M,M
AMW,2019-03-30 08:25,M,M,350.00,11.00,M,M
AMW,2019-03-30 08:30,M,M,350.00,11.00,M,M
AMW,2019-03-30 08:35,M,M,350.00,11.00,M,M
AMW,2019-03-30 08:40,M,M,350.00,11.00,M,M
AMW,2019-03-30 08:45,M,M,350.00,13.00,M,M
AMW,2019-03-30 08:50,M,M,340.00,10.00,M,M
AMW,2019-03-30 08:53,2.22,69.51,340.00,11.00,1015.80,0.00
AMW,2019-03-30 08:55,M,M,340.00,11.00,M,M
AMW,2019-03-30 09:00,M,M,350.00,11.00,M,M
AMW,2019-03-30 09:05,M,M,350.00,11.00,M,M
AMW,2019-03-30 09:10,M,M,340.00,10.00,M,M
AMW,2019-03-30 09:15,M,M,350.00,11.00,M,M
AMW,2019-03-30 09:20,M,M,350.00,10.00,M,M
AMW,2019-03-30 09:25,M,M,340.00,11.00,M,M
AMW,2019-03-30 09:30,M,M,350.00,14.00,M,M
AMW,2019-03-30 09:35,M,M,340.00,11.00,M,M
AMW,2019-03-30 09:40,M,M,340.00,11.00,M,M
AMW,2019-03-30 09:45,M,M,340.00,13.00,M,M
AMW,2019-03-30 09:50,M,M,340.00,13.00,M,M
AMW,2019-03-30 09:53,1.72,75.06,350.00,12.00,1016.10,0.00
AMW,2019-03-30 09:55,M,M,340.00,11.00,M,M
AMW,2019-03-30 10:00,M,M,340.00,13.00,M,M
AMW,2019-03-30 10:05,M,M,340.00,14.00,M,M
AMW,2019-03-30 10:10,M,M,340.00,11.00,M,M
AMW,2019-03-30 10:15,M,M,340.00,13.00,M,M
AMW,2019-03-30 10:20,M,M,330.00,11.00,M,M
AMW,2019-03-30 10:25,M,M,340.00,11.00,M,M
AMW,2019-03-30 10:30,M,M,350.00,14.00,M,M
AMW,2019-03-30 10:35,M,M,350.00,14.00,M,M
AMW,2019-03-30 10:40,M,M,340.00,13.00,M,M
AMW,2019-03-30 10:45,M,M,340.00,16.00,M,M
AMW,2019-03-30 10:50,M,M,340.00,15.00,M,M
AMW,2019-03-30 10:53,2.22,78.60,340.00,17.00,1016.80,0.00
AMW,2019-03-30 10:55,M,M,M,20.00,M,M
AMW,2019-03-30 11:00,M,M,340.00,21.00,M,M
AMW,2019-03-30 11:05,M,M,340.00,19.00,M,M
AMW,2019-03-30 11:10,M,M,340.00,20.00,M,M
AMW,2019-03-30 11:15,M,M,340.00,17.00,M,M
AMW,2019-03-30 11:20,M,M,350.00,19.00,M,M
AMW,2019-03-30 11:25,M,M,340.00,19.00,M,M
AMW,2019-03-30 11:30,M,M,340.00,21.00,M,M
AMW,2019-03-30 11:35,M,M,350.00,20.00,M,M
AMW,2019-03-30 11:40,M,M,350.00,21.00,M,M
AMW,2019-03-30 11:45,M,M,350.00,20.00,M,M
AMW,2019-03-30 11:50,M,M,340.00,20.00,M,M
AMW,2019-03-30 11:53,1.72,77.88,350.00,18.00,1017.30,0.00
AMW,2019-03-30 11:55,M,M,350.00,20.00,M,M
AMW,2019-03-30 12:00,M,M,M,22.00,M,M
AMW,2019-03-30 12:05,M,M,350.00,19.00,M,M
AMW,2019-03-30 12:09,1.11,81.37,350.00,19.00,M,0.00
AMW,2019-03-30 12:10,M,M,350.00,18.00,M,M
AMW,2019-03-30 12:15,M,M,350.00,22.00,M,M
AMW,2019-03-30 12:20,M,M,350.00,20.00,M,M
AMW,2019-03-30 12:25,M,M,350.00,22.00,M,M
AMW,2019-03-30 12:30,M,M,350.00,19.00,M,M
AMW,2019-03-30 12:34,1.11,78.43,350.00,19.00,M,0.00
AMW,2019-03-30 12:35,M,M,350.00,19.00,M,M
AMW,2019-03-30 12:40,M,M,350.00,21.00,M,M
AMW,2019-03-30 12:45,M,M,350.00,19.00,M,M
AMW,2019-03-30 12:50,M,M,340.00,20.00,M,M
AMW,2019-03-30 12:53,1.11,78.43,350.00,20.00,1017.40,0.00
AMW,2019-03-30 12:55,M,M,340.00,18.00,M,M
AMW,2019-03-30 13:00,M,M,350.00,16.00,M,M
AMW,2019-03-30 13:05,M,M,350.00,22.00,M,M
AMW,2019-03-30 13:10,M,M,350.00,21.00,M,M
AMW,2019-03-30 13:15,M,M,340.00,22.00,M,M
AMW,2019-03-30 13:20,M,M,350.00,17.00,M,M
AMW,2019-03-30 13:30,M,M,350.00,17.00,M,M
AMW,2019-03-30 13:40,M,M,350.00,15.00,M,M
AMW,2019-03-30 13:45,M,M,350.00,17.00,M,M
AMW,2019-03-30 13:50,M,M,350.00,16.00,M,M
AMW,2019-03-30 13:53,1.11,75.26,350.00,16.00,1019.40,0.00
AMW,2019-03-30 13:55,M,M,350.00,16.00,M,M
AMW,2019-03-30 14:00,M,M,350.00,18.00,M,M
AMW,2019-03-30 14:05,M,M,350.00,16.00,M,M
AMW,2019-03-30 14:15,M,M,340.00,16.00,M,M
AMW,2019-03-30 14:20,M,M,340.00,15.00,M,M
AMW,2019-03-30 14:30,M,M,350.00,19.00,M,M
AMW,2019-03-30 14:31,1.11,75.26,340.00,19.00,M,0.00
AMW,2019-03-30 14:35,M,M,350.00,16.00,M,M
AMW,2019-03-30 14:40,M,M,350.00,21.00,M,M
AMW,2019-03-30 14:45,M,M,350.00,16.00,M,M
AMW,2019-03-30 14:50,M,M,350.00,20.00,M,M
AMW,2019-03-30 14:53,1.11,72.52,350.00,20.00,1021.00,0.00
AMW,2019-03-30 14:55,M,M,350.00,21.00,M,M
AMW,2019-03-30 15:00,M,M,360.00,19.00,M,M
AMW,2019-03-30 15:05,M,M,350.00,20.00,M,M
AMW,2019-03-30 15:10,M,M,350.00,15.00,M,M
AMW,2019-03-30 15:15,M,M,340.00,20.00,M,M
AMW,2019-03-30 15:20,M,M,350.00,21.00,M,M
AMW,2019-03-30 15:25,M,M,340.00,22.00,M,M
AMW,2019-03-30 15:30,M,M,350.00,22.00,M,M
AMW,2019-03-30 15:35,M,M,350.00,23.00,M,M
AMW,2019-03-30 15:40,M,M,350.00,23.00,M,M
AMW,2019-03-30 15:50,M,M,350.00,19.00,M,M
AMW,2019-03-30 15:53,1.72,63.86,340.00,21.00,1021.50,0.00
AMW,2019-03-30 15:55,M,M,340.00,22.00,M,M
AMW,2019-03-30 16:00,M,M,350.00,19.00,M,M
AMW,2019-03-30 16:05,M,M,360.00,20.00,M,M
AMW,2019-03-30 16:10,1.11,66.72,350.00,17.00,M,0.00
AMW,2019-03-30 16:15,M,M,350.00,18.00,M,M
AMW,2019-03-30 16:20,M,M,340.00,22.00,M,M
AMW,2019-03-30 16:25,M,M,350.00,19.00,M,M
AMW,2019-03-30 16:30,M,M,340.00,18.00,M,M
AMW,2019-03-30 16:35,M,M,340.00,20.00,M,M
AMW,2019-03-30 16:40,M,M,350.00,17.00,M,M
AMW,2019-03-30 16:45,M,M,340.00,23.00,M,M
AMW,2019-03-30 16:50,M,M,340.00,20.00,M,M
AMW,2019-03-30 16:53,2.22,61.62,340.00,20.00,1022.20,0.00
AMW,2019-03-30 16:55,M,M,350.00,22.00,M,M
AMW,2019-03-30 17:00,M,M,350.00,22.00,M,M
AMW,2019-03-30 17:05,M,M,350.00,22.00,M,M
AMW,2019-03-30 17:10,M,M,330.00,22.00,M,M
AMW,2019-03-30 17:20,M,M,340.00,18.00,M,M
AMW,2019-03-30 17:25,M,M,M,19.00,M,M
AMW,2019-03-30 17:35,M,M,350.00,23.00,M,M
AMW,2019-03-30 17:40,M,M,340.00,20.00,M,M
AMW,2019-03-30 17:45,M,M,340.00,18.00,M,M
AMW,2019-03-30 17:50,M,M,340.00,23.00,M,M
AMW,2019-03-30 17:53,3.28,50.18,350.00,22.00,1022.30,0.00
AMW,2019-03-30 17:55,M,M,350.00,22.00,M,M
AMW,2019-03-30 18:00,M,M,360.00,19.00,M,M
AMW,2019-03-30 18:05,M,M,350.00,18.00,M,M
AMW,2019-03-30 18:10,M,M,350.00,18.00,M,M
AMW,2019-03-30 18:15,M,M,340.00,20.00,M,M
AMW,2019-03-30 18:20,M,M,350.00,21.00,M,M
AMW,2019-03-30 18:25,M,M,360.00,22.00,M,M
AMW,2019-03-30 18:30,M,M,350.00,21.00,M,M
AMW,2019-03-30 18:35,M,M,340.00,22.00,M,M
AMW,2019-03-30 18:40,M,M,360.00,19.00,M,M
AMW,2019-03-30 18:45,M,M,340.00,22.00,M,M
AMW,2019-03-30 18:50,M,M,350.00,20.00,M,M
AMW,2019-03-30 18:53,3.89,49.93,360.00,20.00,1022.50,0.00
AMW,2019-03-30 18:55,M,M,350.00,19.00,M,M
AMW,2019-03-30 19:05,M,M,360.00,20.00,M,M
AMW,2019-03-30 19:15,M,M,360.00,22.00,M,M
AMW,2019-03-30 19:25,M,M,350.00,22.00,M,M
AMW,2019-03-30 19:30,M,M,350.00,18.00,M,M
AMW,2019-03-30 19:35,M,M,350.00,17.00,M,M
AMW,2019-03-30 19:40,M,M,350.00,20.00,M,M
AMW,2019-03-30 19:45,M,M,350.00,19.00,M,M
AMW,2019-03-30 19:50,M,M,340.00,23.00,M,M
AMW,2019-03-30 19:53,4.39,46.41,350.00,23.00,1022.30,0.00
AMW,2019-03-30 19:55,M,M,350.00,19.00,M,M
AMW,2019-03-30 20:00,M,M,350.00,21.00,M,M
AMW,2019-03-30 20:05,M,M,350.00,23.00,M,M
AMW,2019-03-30 20:10,M,M,340.00,23.00,M,M
AMW,2019-03-30 20:15,M,M,340.00,20.00,M,M
AMW,2019-03-30 20:20,M,M,330.00,23.00,M,M
AMW,2019-03-30 20:25,M,M,340.00,22.00,M,M
AMW,2019-03-30 20:30,M,M,350.00,20.00,M,M
AMW,2019-03-30 20:35,M,M,340.00,21.00,M,M
AMW,2019-03-30 20:45,M,M,350.00,24.00,M,M
AMW,2019-03-30 20:50,M,M,350.00,26.00,M,M
AMW,2019-03-30 20:53,4.39,44.29,350.00,22.00,1022.40,0.00
AMW,2019-03-30 20:55,M,M,340.00,20.00,M,M
AMW,2019-03-30 21:00,M,M,340.00,22.00,M,M
AMW,2019-03-30 21:05,M,M,350.00,22.00,M,M
AMW,2019-03-30 21:10,M,M,350.00,22.00,M,M
AMW,2019-03-30 21:15,M,M,360.00,21.00,M,M
AMW,2019-03-30 21:20,M,M,340.00,23.00,M,M
AMW,2019-03-30 21:25,M,M,350.00,23.00,M,M
AMW,2019-03-30 21:30,M,M,340.00,23.00,M,M
AMW,2019-03-30 21:35,M,M,340.00,20.00,M,M
AMW,2019-03-30 21:40,M,M,350.00,26.00,M,M
AMW,2019-03-30 21:45,M,M,330.00,22.00,M,M
AMW,2019-03-30 21:50,M,M,340.00,19.00,M,M
AMW,2019-03-30 21:53,4.39,44.29,340.00,21.00,1022.70,0.00
AMW,2019-03-30 21:55,M,M,340.00,22.00,M,M
AMW,2019-03-30 22:00,M,M,350.00,19.00,M,M
AMW,2019-03-30 22:05,M,M,350.00,21.00,M,M
AMW,2019-03-30 22:10,M,M,350.00,22.00,M,M
AMW,2019-03-30 22:15,M,M,330.00,23.00,M,M
AMW,2019-03-30 22:20,M,M,360.00,22.00,M,M
AMW,2019-03-30 22:25,M,M,350.00,23.00,M,M
AMW,2019-03-30 22:30,M,M,350.00,18.00,M,M
AMW,2019-03-30 22:35,M,M,340.00,19.00,M,M
AMW,2019-03-30 22:40,M,M,340.00,19.00,M,M
AMW,2019-03-30 22:45,M,M,350.00,22.00,M,M
AMW,2019-03-30 22:53,3.28,46.08,350.00,19.00,1023.40,0.00
AMW,2019-03-30 22:55,M,M,360.00,19.00,M,M
AMW,2019-03-30 23:00,M,M,350.00,21.00,M,M
AMW,2019-03-30 23:05,M,M,340.00,21.00,M,M
AMW,2019-03-30 23:10,M,M,350.00,22.00,M,M
AMW,2019-03-30 23:20,M,M,340.00,21.00,M,M
AMW,2019-03-30 23:25,M,M,340.00,19.00,M,M
AMW,2019-03-30 23:30,M,M,350.00,21.00,M,M
AMW,2019-03-30 23:35,M,M,350.00,20.00,M,M
AMW,2019-03-30 23:40,M,M,340.00,19.00,M,M
AMW,2019-03-30 23:45,M,M,350.00,15.00,M,M
AMW,2019-03-30 23:50,M,M,340.00,18.00,M,M
AMW,2019-03-30 23:53,2.22,47.58,340.00,19.00,1024.30,0.00
AMW,2019-03-30 23:55,M,M,350.00,19.00,M,M
AMW,2019-03-31 00:00,M,M,350.00,16.00,M,M
AMW,2019-03-31 00:05,M,M,350.00,16.00,M,M
AMW,2019-03-31 00:10,M,M,340.00,18.00,M,M
AMW,2019-03-31 00:15,M,M,340.00,18.00,M,M
AMW,2019-03-31 00:20,M,M,350.00,17.00,M,M
AMW,2019-03-31 00:25,M,M,340.00,18.00,M,M
AMW,2019-03-31 00:30,M,M,M,20.00,M,M
AMW,2019-03-31 00:35,M,M,340.00,19.00,M,M
AMW,2019-03-31 00:40,M,M,350.00,20.00,M,M
AMW,2019-03-31 00:45,M,M,340.00,15.00,M,M
AMW,2019-03-31 00:50,M,M,340.00,14.00,M,M
AMW,2019-03-31 00:53,0.61,53.41,340.00,17.00,1025.20,0.00
AMW,2019-03-31 00:55,M,M,340.00,16.00,M,M
AMW,2019-03-31 01:00,M,M,340.00,17.00,M,M
AMW,2019-03-31 01:05,M,M,340.00,13.00,M,M
AMW,2019-03-31 01:10,M,M,350.00,15.00,M,M
AMW,2019-03-31 01:15,M,M,340.00,14.00,M,M
AMW,2019-03-31 01:20,M,M,340.00,11.00,M,M
AMW,2019-03-31 01:25,M,M,340.00,13.00,M,M
AMW,2019-03-31 01:30,M,M,340.00,10.00,M,M
AMW,2019-03-31 01:35,M,M,340.00,10.00,M,M
AMW,2019-03-31 01:40,M,M,340.00,11.00,M,M
AMW,2019-03-31 01:45,M,M,340.00,15.00,M,M
AMW,2019-03-31 01:50,M,M,340.00,13.00,M,M
AMW,2019-03-31 01:53,0.00,55.82,340.00,12.00,1026.30,0.00
AMW,2019-03-31 01:55,M,M,340.00,11.00,M,M
AMW,2019-03-31 02:05,M,M,340.00,11.00,M,M
AMW,2019-03-31 02:10,M,M,330.00,11.00,M,M
AMW,2019-03-31 02:15,M,M,320.00,11.00,M,M
AMW,2019-03-31 02:20,M,M,330.00,13.00,M,M
AMW,2019-03-31 02:25,M,M,330.00,11.00,M,M
AMW,2019-03-31 02:35,M,M,330.00,14.00,M,M
AMW,2019-03-31 02:40,M,M,330.00,13.00,M,M
AMW,2019-03-31 02:45,M,M,330.00,11.00,M,M
AMW,2019-03-31 02:50,M,M,330.00,13.00,M,M
AMW,2019-03-31 02:53,-0.61,60.92,330.00,14.00,1027.10,0.00
AMW,2019-03-31 02:55,M,M,330.00,14.00,M,M
AMW,2019-03-31 03:00,M,M,330.00,15.00,M,M
AMW,2019-03-31 03:05,M,M,330.00,14.00,M,M
AMW,2019-03-31 03:10,M,M,330.00,14.00,M,M
AMW,2019-03-31 03:15,M,M,330.00,15.00,M,M
AMW,2019-03-31 03:20,M,M,330.00,11.00,M,M
AMW,2019-03-31 03:25,M,M,330.00,11.00,M,M
AMW,2019-03-31 03:30,M,M,330.00,13.00,M,M
AMW,2019-03-31 03:35,M,M,320.00,14.00,M,M
AMW,2019-03-31 03:40,M,M,330.00,17.00,M,M
AMW,2019-03-31 03:45,M,M,340.00,15.00,M,M
AMW,2019-03-31 03:50,M,M,330.00,16.00,M,M
AMW,2019-03-31 03:53,-1.11,63.18,330.00,16.00,1027.80,0.00
AMW,2019-03-31 03:55,M,M,340.00,15.00,M,M
AMW,2019-03-31 04:10,M,M,340.00,14.00,M,M
AMW,2019-03-31 04:15,M,M,340.00,15.00,M,M
AMW,2019-03-31 04:20,M,M,330.00,14.00,M,M
AMW,2019-03-31 04:25,M,M,340.00,13.00,M,M
AMW,2019-03-31 04:30,M,M,340.00,13.00,M,M
AMW,2019-03-31 04:35,M,M,330.00,14.00,M,M
AMW,2019-03-31 04:40,M,M,330.00,11.00,M,M
AMW,2019-03-31 04:45,M,M,330.00,14.00,M,M
AMW,2019-03-31 04:50,M,M,340.00,16.00,M,M
AMW,2019-03-31 04:53,-1.72,66.08,330.00,16.00,1028.20,0.00
AMW,2019-03-31 04:55,M,M,330.00,11.00,M,M
AMW,2019-03-31 05:00,M,M,330.00,13.00,M,M
AMW,2019-03-31 05:05,M,M,330.00,14.00,M,M
AMW,2019-03-31 05:10,M,M,330.00,14.00,M,M
AMW,2019-03-31 05:15,M,M,340.00,15.00,M,M
AMW,2019-03-31 05:20,M,M,340.00,14.00,M,M
AMW,2019-03-31 05:25,M,M,340.00,15.00,M,M
AMW,2019-03-31 05:30,M,M,340.00,14.00,M,M
AMW,2019-03-31 05:35,M,M,330.00,15.00,M,M
AMW,2019-03-31 05:40,M,M,330.00,15.00,M,M
AMW,2019-03-31 05:45,M,M,330.00,14.00,M,M
AMW,2019-03-31 05:50,M,M,330.00,11.00,M,M
AMW,2019-03-31 05:53,-2.22,68.57,330.00,11.00,1028.60,0.00
AMW,2019-03-31 05:55,M,M,330.00,13.00,M,M
AMW,2019-03-31 06:00,M,M,330.00,11.00,M,M
AMW,2019-03-31 06:05,M,M,330.00,10.00,M,M
AMW,2019-03-31 06:10,M,M,320.00,10.00,M,M
AMW,2019-03-31 06:15,M,M,320.00,11.00,M,M
AMW,2019-03-31 06:20,M,M,330.00,15.00,M,M
AMW,2019-03-31 06:25,M,M,330.00,15.00,M,M
AMW,2019-03-31 06:30,M,M,330.00,10.00,M,M
AMW,2019-03-31 06:35,M,M,330.00,13.00,M,M
AMW,2019-03-31 06:40,M,M,330.00,11.00,M,M
AMW,2019-03-31 06:45,M,M,330.00,11.00,M,M
AMW,2019-03-31 06:50,M,M,330.00,11.00,M,M
AMW,2019-03-31 06:53,-2.78,68.45,330.00,10.00,1029.10,0.00
AMW,2019-03-31 06:55,M,M,330.00,9.00,M,M
AMW,2019-03-31 07:00,M,M,330.00,10.00,M,M
AMW,2019-03-31 07:05,M,M,330.00,11.00,M,M
AMW,2019-03-31 07:10,M,M,330.00,10.00,M,M
AMW,2019-03-31 07:15,M,M,330.00,11.00,M,M
AMW,2019-03-31 07:20,M,M,330.00,11.00,M,M
AMW,2019-03-31 07:30,M,M,320.00,10.00,M,M
AMW,2019-03-31 07:35,M,M,320.00,10.00,M,M
AMW,2019-03-31 07:40,M,M,320.00,11.00,M,M
AMW,2019-03-31 07:45,M,M,330.00,11.00,M,M
AMW,2019-03-31 07:50,M,M,330.00,10.00,M,M
AMW,2019-03-31 07:53,-3.28,71.04,330.00,11.00,1029.20,0.00
AMW,2019-03-31 07:55,M,M,330.00,10.00,M,M
AMW,2019-03-31 08:00,M,M,330.00,11.00,M,M
AMW,2019-03-31 08:05,M,M,330.00,10.00,M,M
